point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴江方言语音研究
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,晒,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,佳,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,街,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,解,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,懈,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,涯,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,崖,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,捱,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,解,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,解,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
