point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,安吉县志/安吉方言调查
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,浩,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,爊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,袄,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,奥,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,豪,Ø,澳,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,P,剖,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,某,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,亩,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,牡,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,母,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,拇,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,戊,u,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,茂,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,M,贸,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,兜,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,斗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,抖,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,陡,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,蚪,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,斗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,偷,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,敨,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,透,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,头,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,投,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,骰,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,豆,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,逗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,痘,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,T,脰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,楼,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,搂,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,耧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,娄,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,搂,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,篓,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,溇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,漏,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,L,陋,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,走,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,奏,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,凑,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,叟,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,TS,嗽,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,勾,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,钩,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,沟,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,狗,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,苟,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,垢,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,枸,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,彀,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,够,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,构,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,购,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,勾,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,抠,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,眍,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,口,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,叩,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,扣,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,寇,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,藕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,偶,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,K,偶,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,吼,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,侯,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,喉,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,猴,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,瘊,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,後,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,厚,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,后,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,候,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,鲎,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,欧,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,瓯,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,区,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,鸥,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,呕,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,殴,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,沤,,,
AJ01,安吉安城,太湖片-苕溪小片,,,侯,Ø,怄,e,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,P,拜,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,P,排,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,P,�,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,M,埋,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,L,攋,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,䍉,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,箉,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,斋,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,TS*,豺,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,皆,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,阶,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,稭,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,偕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,介,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,界,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,芥,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,尬,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,疥,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,届,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,戒,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,庎,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,揩,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,K,楷,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,谐,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,骇,aʔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,械,,,
AJ01,安吉安城,太湖片-苕溪小片,,,皆,Ø,挨,,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,摆,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,派,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,牌,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,簰,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,罢,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,P,稗,ɷ,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,M,买,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,M,卖,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,N,奶,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,债,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,钗,a/ɷ,文读/白读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,差,ɷ/a,白读/文读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,柴,aʔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,筛,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,洒,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,TS*,晒,a,文读/白读,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,佳,ia,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,街,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,解,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,懈,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,涯,,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,崖,,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,K,捱,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,鞋,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,解,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,解,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,蟹,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,矮,a,,
AJ01,安吉安城,太湖片-苕溪小片,,,佳,Ø,隘,,,
