point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语富阳（东梓关）方言音系
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,滔,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,掏,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,讨,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,套,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,桃,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,逃,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,淘,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,陶,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,萄,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,涛,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,道,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,稻,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,盗,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,导,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,T,蹈,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,N,脑,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,N,恼,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,劳,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,捞,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,唠,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,牢,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,痨,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,老,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,佬,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,L,涝,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,遭,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,糟,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,早,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,枣,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,蚤,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,澡,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,藻,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,躁,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,灶,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,操,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,草,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,騲,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,糙,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,曹,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,槽,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,皂,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,造,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,骚,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,臊,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,嫂,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,TS,燥,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,高,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,膏,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,篙,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,羔,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,糕,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,稿,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,告,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,膏,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,考,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,烤,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,拷,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,靠,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,犒,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,铐,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,㸆,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,熬,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,敖,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,鳌,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,傲,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,K,鏊,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,蒿,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,薅,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,耗,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,蠔,,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,浩,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,爊,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,豪,Ø,澳,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,P,剖,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,某,u/ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,亩,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,牡,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,母,u,文读,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,拇,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,戊,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,茂,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,M,贸,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,兜,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,斗,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,抖,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,陡,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,蚪,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,斗,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,偷,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,敨,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,透,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,头,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,投,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,骰,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,豆,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,逗,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,痘,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,T,脰,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,楼,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,搂,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,耧,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,娄,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,搂,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,篓,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,溇,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,漏,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,L,陋,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,TS,走,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,TS,奏,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,TS,凑,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,TS,叟,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,TS,嗽,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,勾,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,钩,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,沟,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,狗,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,苟,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,垢,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,枸,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,彀,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,够,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,构,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,购,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,勾,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,抠,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,眍,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,口,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,叩,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,扣,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,寇,iɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,藕,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,偶,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,K,偶,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,吼,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,侯,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,喉,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,猴,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,瘊,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,後,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,厚,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,后,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,候,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,鲎,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,欧,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,瓯,ɵ,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,区,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,鸥,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,呕,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,殴,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,沤,,,
FY02,富阳东梓关,太湖片-临绍小片,,,侯,Ø,怄,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,P,拜,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,P,排,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,P,�,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,M,埋,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,L,攋,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,TS*,䍉,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,TS*,箉,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,TS*,斋,ɛ,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,TS*,豺,ia,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,皆,iɛ,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,阶,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,稭,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,偕,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,介,iɛ,文读,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,界,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,芥,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,尬,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,疥,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,届,iɛ,文读,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,戒,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,庎,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,揩,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,K,楷,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,Ø,谐,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,Ø,骇,,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,Ø,械,iɛ,,
FY02,富阳东梓关,太湖片-临绍小片,,,皆,Ø,挨,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,P,摆,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,P,派,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,P,牌,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,P,簰,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,P,罢,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,P,稗,uo,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,M,买,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,M,卖,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,N,奶,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,债,ia,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,钗,a/uo,文读,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,差,a,出～,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,柴,ia,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,筛,,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,洒,ia,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,TS*,晒,uo,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,佳,,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,街,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,解,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,懈,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,涯,ia,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,崖,ia,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,K,捱,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,Ø,解,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,Ø,解,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,Ø,矮,a,,
FY02,富阳东梓关,太湖片-临绍小片,,,佳,Ø,隘,,,
