point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,平湖县志
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,槽,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,臊,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,TS,燥,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,篙,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,羔,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,烤,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,拷,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,犒,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,铐,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,熬,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,敖,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,鳌,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,爊,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,豪,Ø,澳,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,P,剖,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,某,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,亩,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,牡,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,母,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,拇,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,戊,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,茂,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,M,贸,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,兜,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,斗,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,抖,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,陡,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,斗,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,偷,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,敨,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,透,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,头,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,投,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,骰,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,豆,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,逗,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,痘,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,T,脰,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,楼,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,搂,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,耧,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,娄,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,搂,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,篓,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,溇,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,漏,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,L,陋,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,TS,走,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,TS,奏,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,TS,凑,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,TS,叟,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,TS,嗽,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,勾,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,钩,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,沟,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,狗,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,苟,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,垢,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,枸,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,彀,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,够,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,构,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,购,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,勾,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,抠,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,眍,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,口,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,叩,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,扣,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,寇,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,藕,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,偶,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,K,偶,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,吼,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,侯,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,喉,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,猴,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,後,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,厚,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,后,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,候,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,鲎,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,欧,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,瓯,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,呕,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,殴,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,沤,əw,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,P,排,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,P,�,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,L,攋,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,TS*,斋,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,TS*,豺,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,皆,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,阶,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,稭,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,偕,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,介,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,界,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,届,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,戒,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,庎,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,Ø,械,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,皆,Ø,挨,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,P,派,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,P,簰,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,M,买,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,钗,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,TS*,晒,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,佳,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,街,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,解,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,懈,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,涯,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,崖,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,K,捱,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,Ø,解,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,Ø,解,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
