point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,老派宁波方言同音字汇
NB01,宁波市区,太湖片-甬江小片,,,皆,K,楷,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,谐,ie,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,骇,,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,械,ie,,
NB01,宁波市区,太湖片-甬江小片,,,皆,Ø,挨,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,摆,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,派,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,牌,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,簰,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,罢,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,P,稗,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,M,买,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,M,卖,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,N,奶,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,债,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,钗,o,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,差,a/o,/～不多,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,柴,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,筛,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,洒,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,TS*,晒,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,佳,ia,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,街,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,解,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,懈,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,涯,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,崖,,,
NB01,宁波市区,太湖片-甬江小片,,,佳,K,捱,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,鞋,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,解,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,解,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,蟹,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,矮,a,,
NB01,宁波市区,太湖片-甬江小片,,,佳,Ø,隘,,,
