point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,奉化方言同音字汇
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,騲,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,糙,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,曹,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,槽,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,皂,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,造,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,骚,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,臊,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,扫,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,嫂,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,扫,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,燥,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,高,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,膏,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,篙,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,羔,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,糕,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,稿,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,告,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,膏,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,考,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,烤,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,拷,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,靠,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,犒,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,铐,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,㸆,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,熬,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,敖,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,鳌,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,傲,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,鏊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,蒿,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,薅,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,好,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,好,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,耗,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,豪,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,壕,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,毫,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,号,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,蠔,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,浩,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,号,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,爊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,袄,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,懊,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,奥,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,懊,ɜ,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,澳,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,P,剖,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,某,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,亩,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,牡,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,母,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,拇,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,戊,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,茂,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,贸,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,兜,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,斗,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,抖,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,陡,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,蚪,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,斗,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,偷,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,敨,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,透,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,头,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,投,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,骰,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,豆,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,逗,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,痘,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,脰,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,楼,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,搂,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,耧,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,娄,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,搂,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,篓,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,溇,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,漏,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,陋,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,走,ou,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,奏,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,凑,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,叟,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,嗽,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,勾,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,钩,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,沟,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,狗,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,苟,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,垢,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,枸,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,彀,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,够,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,构,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,购,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,勾,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,抠,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,眍,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,口,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,叩,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,扣,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,寇,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,藕,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,偶,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,偶,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,吼,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,侯,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,喉,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,猴,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,瘊,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,後,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,厚,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,后,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,候,əu,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,鲎,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,欧,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,瓯,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,区,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,鸥,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,呕,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,殴,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,沤,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,怄,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,P,拜,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,P,排,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,P,�,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,M,埋,ɛi,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,L,攋,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,䍉,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,箉,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,斋,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,豺,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,皆,ie,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,阶,ɛ,白读,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,稭,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,偕,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,介,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,界,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,芥,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,尬,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,疥,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,届,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,戒,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,庎,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,揩,a,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,楷,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,谐,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,骇,ie,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,械,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,挨,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,摆,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,派,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,牌,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,簰,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,罢,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,稗,o,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,M,买,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,M,卖,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,N,奶,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,债,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,钗,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,差,a/o,出～/～别,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,柴,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,筛,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,洒,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,晒,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,佳,ia,文读,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,街,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,解,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,懈,ie,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,涯,ia,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,崖,ia,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,捱,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,鞋,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,解,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,解,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,蟹,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,矮,a,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,隘,a,,
