point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,舟山方言研究
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,拇,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,戊,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,茂,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,M,贸,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,兜,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,斗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,抖,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,陡,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,蚪,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,斗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,偷,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,敨,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,透,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,头,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,投,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,骰,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,豆,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,逗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,痘,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,T,脰,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,楼,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,搂,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,耧,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,娄,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,搂,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,篓,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,溇,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,漏,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,L,陋,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,走,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,奏,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,凑,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,叟,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,TS,嗽,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,勾,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,钩,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,沟,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,狗,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,苟,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,垢,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,枸,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,彀,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,够,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,构,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,购,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,勾,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,抠,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,眍,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,口,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,叩,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,扣,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,寇,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,藕,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,偶,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,K,偶,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,吼,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,侯,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,喉,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,猴,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,瘊,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,後,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,厚,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,后,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,候,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,鲎,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,欧,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,瓯,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,区,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,鸥,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,呕,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,殴,ai,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,沤,,,
ZS01,舟山定海,太湖片-甬江小片,,,侯,Ø,怄,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,P,拜,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,P,排,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,P,�,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,M,埋,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,L,攋,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,䍉,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,箉,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,斋,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,TS*,豺,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,皆,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,阶,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,稭,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,偕,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,介,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,界,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,芥,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,尬,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,疥,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,届,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,戒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,庎,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,揩,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,K,楷,a,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,谐,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,骇,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,械,,,
ZS01,舟山定海,太湖片-甬江小片,,,皆,Ø,挨,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,摆,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,派,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,牌,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,簰,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,罢,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,P,稗,a/o,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,M,买,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,M,卖,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,N,奶,a/ɛ,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,债,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,钗,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,差,a,出～,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,柴,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,筛,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,洒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,TS*,晒,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,佳,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,街,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,解,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,懈,,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,涯,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,崖,ia,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,K,捱,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,鞋,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,解,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,解,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,蟹,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,矮,a,,
ZS01,舟山定海,太湖片-甬江小片,,,佳,Ø,隘,,,
