point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,榨,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,炸,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,叉,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,杈,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,差,æ,出～
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,岔,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,差,æ,出～
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,茬,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,查,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,乍,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,沙,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,纱,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,痧,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,砂,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,鲨,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,裟,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,洒,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,TS*,厦,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,家,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,傢,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,加,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,痂,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,嘉,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,枷,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,袈,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,假,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,贾,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,假,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,架,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,驾,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,嫁,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,稼,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,价,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,揢,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,牙,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,芽,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,衙,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,伢,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,蚜,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,雅,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,K,砑,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,虾,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,�,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,嚇,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,霞,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,瑕,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,遐,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,蝦,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,下,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,夏,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,厦,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,下,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,夏,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,暇,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,鸦,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,丫,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,桠,,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,哑,o,
JJ01,靖江城区,太湖片-毗陵小片,,,麻,Ø,亚,iɑ,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,补,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,谱,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,哺,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,布,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,佈,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,铺,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,潽,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,普,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,浦,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,铺,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,怖,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,蒲,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,菩,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,P,脯,,
