sigma,successes,failures,weighted_mean_success_path_cost,pheromone_entropy,u_to_əu_pheromone,u_to_əu_normalized,main_chain_pheromone,core_split_pheromone,o_to_ou_normalized,ə_to_əɯ_normalized,ɤ_to_ɤɯ_normalized,ʌ_to_ʌɯ_normalized
0.0,15120,6480,2.169680832144275,1.938781548343802,1.4315968279364906,0.30760558114861986,14.585076578369417,1.814713530070654,0.028644746889611963,0.0204548189769759,0.019913078014130996,0.0071010475060282645
0.5,15120,6480,1.5384033860058464,1.9313545330223472,2.1494932119388714,0.34051757214128786,19.648011137817228,2.6882308722014447,0.029838425613578207,0.0207822747964245,0.021445707700451122,0.007116210642097709
1.0,15120,6480,1.2137893043132906,1.9301329107796328,2.6949162811882927,0.34562511749688035,24.16317319284276,3.3642414930152915,0.030456724068727903,0.020837350749957635,0.021350680940146007,0.007086553809336429
2.0,15120,6480,0.8663860115759113,1.943870538005978,3.4826414514003856,0.33521309383980835,31.900346280512487,4.39080731249831,0.03102817906321221,0.020612463301370242,0.02275572485754851,0.00700377031809631
5.0,15120,6480,0.4917831777549022,1.9318858707289126,4.854283725799136,0.2962889065624385,50.355660427192944,6.213204088085931,0.03091031589890009,0.019057444396244815,0.020520506464283397,0.006714248448560387
