group_type,group_value,model,token_count,task_count,point_count,success_token_count,failure_token_count,success_token_share,weighted_mean_success_path_cost,main_chain_deposit_share,core_split_deposit_share,lowering_deposit_share,u_to_əu_normalized,u_to_o_normalized,u_to_ɷ_normalized,ɷ_to_o_normalized,s3_o_token_count,s3_o_reached_token_count,s3_o_reached_share,top_edges
subbranch_onset,太湖片-苏沪嘉小片__Ø,with_s3_lowering,1199,19,28,1198,1,0.9991659716430359,1.2389866651187962,0.8442764825124163,0.11343350631489812,0.0,0.42286022710015625,5.644689977993453e-10,5.644689977993453e-10,5.644689977993453e-10,0,0,,ɑ>ɔ:1.000 | ɔ>o:0.886 | a>ɑ:0.648 | o>ɷ:0.616 | ɷ>u:0.616
subbranch_onset,太湖片-苕溪小片__K,base_main_chain,256,10,4,254,2,0.9921875,1.201225329175986,0.7441379675566994,0.23170257062684985,0.0,1.0,0.0,0.0,0.0,0,0,,u>əu:1.000 | o>ɷ:0.863 | ɑ>ɔ:0.843 | ɔ>o:0.814 | ɷ>u:0.678
subbranch_onset,太湖片-苕溪小片__K,with_s3_lowering,256,10,4,254,2,0.9921875,1.208118815629587,0.7287823553267657,0.23354021573160477,0.0,1.0,8.882730788897235e-10,8.882730788897235e-10,8.882730788897235e-10,0,0,,u>əu:1.000 | o>ɷ:0.863 | ɑ>ɔ:0.791 | ɔ>o:0.776 | ɷ>u:0.678
subbranch_onset,太湖片-苕溪小片__M,base_main_chain,76,10,4,75,1,0.9868421052631579,1.4087296461847016,0.8652588397690462,0.0,0.0,6.803498447139113e-10,0.0,0.0,0.0,0,0,,ɔ>o:1.000 | o>ɷ:0.867 | ɑ>ɔ:0.838 | ɷ>u:0.557 | a>ɔ:0.444
subbranch_onset,太湖片-苕溪小片__M,with_s3_lowering,76,10,4,75,1,0.9868421052631579,1.4057037022194405,0.8812037372648961,0.0,5.3165451356330664e-05,7.088694224509274e-10,7.088694224509274e-10,7.347818649382562e-10,7.088694224509274e-10,0,0,,ɔ>o:1.000 | ɑ>ɔ:0.888 | o>ɷ:0.860 | ɷ>u:0.554 | a>ɑ:0.456
subbranch_onset,太湖片-苕溪小片__N,base_main_chain,92,8,4,84,8,0.9130434782608695,1.1360938352024985,0.6982581287895625,0.2531449245930593,0.0,1.0,0.0,0.0,0.0,0,0,,u>əu:1.000 | o>ɷ:0.850 | ɑ>ɔ:0.725 | ɔ>o:0.686 | ɷ>u:0.498
subbranch_onset,太湖片-苕溪小片__N,with_s3_lowering,92,8,4,90,2,0.9782608695652174,1.0591667211300333,0.6965850456081834,0.22340655135419873,0.07110827166406306,1.0,1.2701161627546122e-09,0.33337899977947666,5.615734695725259e-10,0,0,,u>əu:1.000 | ɑ>ɔ:0.890 | o>ɷ:0.875 | ɔ>o:0.843 | ɷ>u:0.511
subbranch_onset,太湖片-苕溪小片__P,base_main_chain,198,11,4,197,1,0.9949494949494949,1.3769343468937698,0.8597409332780989,0.0,0.0,8.185180028981055e-10,0.0,0.0,0.0,0,0,,ɔ>o:1.000 | o>ɷ:0.844 | ɑ>ɔ:0.779 | ɷ>u:0.529 | a>ɔ:0.495
subbranch_onset,太湖片-苕溪小片__P,with_s3_lowering,198,11,4,197,1,0.9949494949494949,1.3820936660128287,0.9081874048391059,0.0,8.338321870356884e-05,6.899732894123432e-10,6.899732894123432e-10,9.595574202342636e-10,6.899732894123432e-10,0,0,,ɔ>o:1.000 | ɑ>ɔ:0.996 | o>ɷ:0.874 | a>ɑ:0.555 | ɷ>u:0.548
subbranch_onset,太湖片-苕溪小片__T,base_main_chain,143,8,4,135,8,0.9440559440559441,1.0875855080368837,0.6900182036952907,0.26906174642304176,0.0,1.0,0.0,0.0,0.0,0,0,,u>əu:1.000 | o>ɷ:0.762 | ɑ>ɔ:0.665 | ɔ>o:0.643 | ɷ>u:0.494
subbranch_onset,太湖片-苕溪小片__T,with_s3_lowering,143,8,4,136,7,0.951048951048951,1.0801653280623449,0.6930558428987302,0.2630384152594053,0.009849877463158605,1.0,6.511930616043641e-10,0.03739852881506127,5.875195401407856e-10,0,0,,u>əu:1.000 | o>ɷ:0.763 | ɑ>ɔ:0.699 | ɔ>o:0.679 | ɷ>u:0.494
subbranch_onset,太湖片-苕溪小片__TS,base_main_chain,182,11,4,178,4,0.978021978021978,1.2649583327245923,0.7258603212464078,0.15435253748263458,0.0,0.7349296556723787,0.0,0.0,0.0,0,0,,o>ɷ:1.000 | ɔ>o:0.957 | ɑ>ɔ:0.803 | u>əu:0.741 | a>ɔ:0.488
subbranch_onset,太湖片-苕溪小片__TS,with_s3_lowering,182,11,4,182,0,1.0,1.2367052146602957,0.6654663361637493,0.15241442550985612,0.03174104395422536,0.7271643843901645,1.2196678683411644e-09,0.15212566700065558,7.604062142713404e-10,0,0,,o>ɷ:1.000 | ɔ>o:0.915 | u>əu:0.728 | ɑ>ɔ:0.650 | a>ɔ:0.598
subbranch_onset,太湖片-苕溪小片__Ø,base_main_chain,181,8,4,180,1,0.994475138121547,1.2936593555307427,0.7991430628865426,0.13284227969673673,0.0,0.5714665974492211,0.0,0.0,0.0,0,0,,o>ɷ:1.000 | ɔ>o:0.911 | ɑ>ɔ:0.879 | ɷ>u:0.783 | u>əu:0.627
subbranch_onset,太湖片-苕溪小片__Ø,with_s3_lowering,181,8,4,180,1,0.994475138121547,1.291389084205566,0.7949234831508172,0.1330650106377355,0.0,0.6172386641035229,7.129037165144041e-10,7.129037165144041e-10,7.129037165144041e-10,0,0,,o>ɷ:1.000 | ɔ>o:0.918 | ɑ>ɔ:0.843 | ɷ>u:0.785 | u>əu:0.621
